"","GSM1545535_10_6_5_11","GSM1545536_9_6_5_11","GSM1545538_purep53","GSM1545539_JMS8.2","GSM1545540_JMS8.3","GSM1545541_JMS8.4","GSM1545542_JMS8.5","GSM1545544_JMS9.P7c","GSM1545545_JMS9.P8c"
"16206",195,393,844,968,1047,573,613,223,155
"16207",428,874,1302,1022,2026,1100,904,438,373
"16208",2421,753,10643,9858,3720,6764,10143,283,788
"16209",751,724,1495,1334,1667,1394,1652,662,587
"16210",2225,3314,4254,4185,7574,4994,3800,2072,1644
"16211",0,0,0,0,0,1,0,0,0
"16212",268,388,680,846,876,418,751,255,169
"16213",26,21,71,48,35,37,41,10,6
"16214",866,1087,2801,2408,2223,1446,2657,913,732
"16215",127,253,1082,879,560,237,1038,138,103
"16216",156,599,1368,1039,1301,426,1110,370,149
"16217",0,1,0,0,0,0,0,1,0
"16218",4,15,46,66,60,36,83,14,4
"16219",0,0,9,6,2,1,2,0,0
"16220",0,0,0,0,0,0,0,0,0
"16221",2,25,0,0,60,14,1,23,6
"16222",5,0,8,7,11,12,14,2,0
"16223",564,743,1751,1017,1622,1069,1673,519,413
"16224",140,54,261,214,306,282,257,49,66
"16225",3,0,1,3,1,3,1,0,1
"16226",325,188,272,315,432,437,184,87,180
"16227",2651,2709,4786,3854,5967,4877,4317,1946,1695
"16228",2,6,5,5,4,8,10,2,3
"16229",0,0,0,0,0,0,0,0,0
"16230",0,0,0,0,0,0,0,0,0
"16231",0,0,0,0,0,0,0,0,0
"16232",0,1,2,2,3,5,6,0,2
"16233",517,547,5099,2720,1250,862,3532,346,351
"16234",0,0,0,0,0,0,0,0,0
"16235",0,0,0,0,0,0,0,0,0
"16236",0,0,0,0,0,0,0,0,0
"16237",0,0,0,0,0,0,0,0,0
"16238",0,0,0,0,0,0,0,0,0
"16239",0,0,0,0,1,0,0,0,0
"16240",0,0,0,1,0,0,0,0,1
"16241",807,1068,899,674,2111,1538,706,603,604
"16242",4722,3880,7955,7499,6873,6018,12840,2390,2920
"16243",0,0,0,3,0,0,1,0,0
"16244",7,1,39,22,1,4,26,1,0
"16245",3869,4812,3645,3456,10311,7590,3469,2748,2305
"16246",1484,1928,1758,1571,4614,3452,1620,1222,961
"16247",87,77,340,264,230,196,478,52,61
"16248",314,373,1350,1110,1040,641,1076,310,209
"16249",2,0,49,20,4,8,12,0,2
"16250",23,49,50,9,14,15,9,3,1
"16251",347,400,1538,1183,724,498,1059,241,213
"16252",1948,1997,3445,4278,4438,2192,3574,1674,1420
"16253",3,2,1,3,6,10,3,2,4
"16254",6,20,19,5,8,7,6,5,3
"16255",6351,9793,16725,12780,20554,12574,13236,5559,4143
"16256",1,0,1,1,2,1,0,0,2
"16257",15998,30300,37333,40173,50102,21746,23700,21617,13388
"16258",4,13,13,20,9,7,15,0,3
"16259",6,5,15,12,5,4,15,3,6
"16260",1606,1947,3056,2425,4461,3163,3573,1247,1097
"16261",650,847,1969,1802,2368,1561,1973,583,415
"16262",250,314,8509,8376,913,716,8879,269,198
"16263",1568,1360,2827,3217,2766,2235,2796,903,980
"16264",0,0,0,0,0,0,2,0,1
"16265",0,0,7,13,1,4,16,2,0
"16266",5955,6611,2938,3008,15005,10550,2837,4017,3872
"16267",22,95,14,14,158,49,13,44,23
"16268",2139,3877,3271,2717,7477,3984,2819,2659,1552
"16269",0,1,0,4,2,2,0,0,0
"16270",190,203,351,369,451,383,198,125,95
"16271",1227,281,1288,1453,1046,1688,1647,128,792
"16272",87,27,100,157,79,132,118,9,56
"16273",7112,1993,18393,17645,8422,12077,35848,1002,3763
"16274",151,684,189,227,1113,276,214,478,144
"16275",2411,6626,9234,5494,12197,5673,6824,3408,1861
"16276",0,0,0,0,0,0,0,0,0
"16277",49,168,161,206,70,458,276,26,94
"16278",0,1,4,3,4,3,1,0,0
"16279",109,65,310,280,100,304,250,27,87
"16280",0,0,0,0,0,0,0,0,0
"16281",0,0,0,1,2,4,2,0,1
"16282",5051,6395,7427,5781,12957,8693,6570,4603,3578
"16283",0,1,6,1,0,0,0,0,0
"16284",261,803,857,657,1255,564,636,403,214
"16285",310,273,663,641,914,974,675,204,240
"16286",294,793,2377,2236,1558,667,1925,424,250
"16287",1,3,0,3,0,4,3,2,0
"16288",1967,1769,1002,1249,3334,2791,963,1170,1123
"16289",41,136,71,61,336,130,55,74,34
"16290",11465,22309,14211,8005,40314,29208,19260,14380,8992
"16291",4204,7460,5675,4310,18870,15195,4650,4845,3606
"16292",512,1115,754,800,2178,998,731,880,391
"16293",377,611,949,575,1501,1002,840,490,275
"16294",573,849,529,556,1396,957,384,431,418
"16295",16,5,6,8,16,20,5,7,8
"16296",0,0,0,0,0,0,0,0,0
"16297",4,0,2,4,3,12,3,0,0
"16298",0,0,1,1,0,1,0,0,0
"16299",0,0,1,0,0,0,0,0,0
"16300",0,0,0,0,0,0,0,0,0
"16301",0,0,0,0,0,0,0,0,0
"16302",1,0,0,0,0,0,0,0,0
"16303",0,0,2,0,0,0,1,0,0
"16304",0,0,0,0,0,0,0,0,0
"16305",0,0,0,0,0,0,0,0,0
"16306",0,0,0,0,0,0,0,0,0
"16307",0,0,0,0,0,0,0,0,0
"16308",0,0,0,0,0,0,0,0,0
"16309",0,0,0,0,0,0,0,0,0
"16310",0,0,0,0,0,0,0,0,0
"16311",0,0,0,0,0,0,0,0,0
"16312",0,0,0,0,0,1,0,0,0
"16313",0,0,0,0,0,0,0,0,0
"16314",0,0,0,0,0,0,0,0,0
"16315",0,0,1,0,3,0,2,0,0
"16316",0,0,0,0,0,0,0,0,0
"16317",0,0,0,0,0,0,0,0,0
"16318",0,0,0,0,0,0,0,0,0
"16319",75,141,281,209,234,171,355,75,57
"16320",955,515,324,406,1188,1272,378,294,411
"16321",1741,2486,1917,1977,5332,2935,1774,1502,1083
"16322",2737,3970,3934,3292,9644,6570,3338,2464,1653
"16323",290,276,671,522,575,355,407,199,159
"16324",716,882,1540,1426,2373,1574,1594,620,486
"16325",38,26,13,11,101,130,5,9,14
"16326",98,108,141,98,228,99,62,60,50
"16327",1432,2173,117,80,3849,2266,56,1230,884
"16328",122,88,103,79,279,236,44,44,47
"16329",1570,1823,1795,1210,3675,2382,685,1076,1008
"16330",712,725,1920,1193,1579,1137,1112,448,385
"16331",11,20,36,24,42,33,32,13,10
"16332",201,322,144,93,409,160,105,142,106
"16333",136,48,502,407,141,152,487,37,63
"16334",1,1,0,0,0,0,0,0,1
"16335",0,0,0,1,0,0,2,0,0
"16336",61,60,457,519,61,143,698,17,26
"16337",0,0,0,0,0,0,0,0,0
"16338",2,0,10,9,5,4,12,4,3
"16339",8,13,9,3,14,8,17,3,2
"16340",19,26,27,21,66,33,31,18,12
"16341",544,851,407,363,1680,783,561,493,320
"16342",0,1,0,0,3,0,0,1,0
"16343",271,330,604,409,944,634,861,224,214
"16344",139,241,152,110,438,245,102,147,92
"16345",0,0,2,0,0,0,0,0,0
"16346",163,239,280,222,467,255,168,159,101
"16347",2,1,2,0,1,0,1,0,0
"16348",1,1,3,0,0,1,2,0,0
"16349",123,50,13,19,64,65,23,26,28
"16350",4,0,146,91,4,1,107,3,2
"16351",2791,1107,4034,6691,5963,6034,3853,669,1714
"16352",1,1,2,9,1,3,8,0,3
"16353",45,216,21607,14949,505,550,20707,59,90
"16354",3,14,18,14,24,14,15,3,3
"16355",274,335,1730,1692,645,362,1579,171,204
"16356",2263,798,119,117,1955,2814,146,474,1160
"16357",41,27,224,188,55,39,323,10,8
"16358",1522,1573,5331,4519,3447,2426,4735,930,843
"16359",205,508,783,442,928,507,580,359,162
"16360",1097,1530,7587,4106,3172,2715,8528,823,737
"16361",25,39,319,250,67,66,336,38,20
"16362",1294,1977,2292,2079,3827,2594,1955,1073,753
"16363",0,0,0,0,0,0,0,0,0
"16364",0,0,0,0,0,0,0,0,0
"16365",0,0,0,0,0,0,0,0,0
"16366",0,0,0,0,0,0,0,0,0
"16367",0,0,0,0,0,0,0,0,0
"16368",0,0,0,0,0,0,0,0,0
"16369",0,0,0,0,0,0,0,0,0
"16370",3565,7187,121,94,11736,6168,94,4921,2716
"16371",1,14,0,0,26,9,0,11,9
"16372",0,0,0,0,0,0,0,0,0
"16373",0,0,0,0,1,0,0,0,0
"16374",0,0,0,0,0,0,0,0,0
"16375",0,0,0,0,0,0,0,0,0
"16376",0,0,0,0,0,0,0,0,0
"16377",0,0,1,1,11,8,2,1,1
"16378",1239,1406,1690,1561,2761,1828,1301,1077,977
"16379",200,276,637,547,572,323,519,133,148
"16380",4,14,110,92,3,41,128,3,14
"16381",0,0,0,0,0,0,0,0,0
"16382",0,0,5,1,5,0,6,0,0
"16383",4374,1612,1748,1552,4067,3931,1715,972,2453
"16384",721,474,10814,10244,1538,1121,12534,263,470
"16385",0,2,18,21,3,0,21,1,0
"16386",26440,12884,37146,32661,34692,39595,38036,7973,15421
"16387",13,4,1,5,3,6,2,0,5
"16388",2528,2829,4528,3337,6194,6089,3795,2038,1562
"16389",0,0,1,0,0,0,0,0,0
"16390",12,48,219,227,19,159,379,22,15
"16391",1580,2469,3853,3549,3920,3511,4558,1545,1011
"16392",21,5,5,7,8,30,5,1,12
"16393",240,268,840,528,468,475,605,180,197
"16394",799,1064,2939,2136,2392,2036,2635,758,581
"16395",199,136,257,142,318,535,350,157,147
"16396",316,313,283,196,601,539,406,267,228
"16397",8,22,52,59,26,43,65,80,11
"16398",108,341,2482,1666,601,298,2794,252,115
"16399",2,3,401,370,11,8,384,6,2
"16400",0,0,5,9,0,1,8,0,0
"16401",59,82,215,292,80,326,266,56,68
"16402",0,0,1,0,0,0,0,0,0
"16403",1404,2054,5357,4387,4402,3053,4788,1218,1001
"16404",392,359,1686,1189,773,600,1159,235,259
"16405",2,1,3,1,2,0,3,0,1
"16406",16201,4238,3552,2667,22045,37744,4051,2167,8696
"16407",1850,1754,2290,2098,4013,3792,2425,1273,1275
"16408",103,32,49,48,97,202,53,25,54
"16409",1166,1043,1618,1617,2585,2311,1388,580,723
"16410",305,170,352,375,601,700,483,115,121
"16411",2,1,0,1,1,6,4,0,0
"16412",1644,1881,3994,3143,3954,2841,4036,1297,1183
"16413",850,1267,1864,1693,2560,1727,1688,646,559
"16414",0,0,1,0,0,0,1,0,0
"16415",247,632,145,187,1370,587,215,446,220
"16416",2,1,0,0,1,0,2,3,3
"16417",0,0,0,0,0,0,0,0,0
"16418",0,0,0,0,0,0,0,0,0
"16419",0,0,0,0,0,0,0,0,0
"16420",0,0,0,0,0,0,0,0,0
"16421",0,0,0,0,0,0,0,0,0
"16422",0,1,0,0,1,0,0,0,0
"16423",0,0,0,0,0,0,1,2,0
"16424",1,0,1,0,0,0,0,0,0
"16425",1,0,0,3,1,1,1,0,2
"16426",4628,4214,5752,4252,8906,7749,5051,2843,2909
"16427",1,0,1,3,1,1,0,1,2
"16428",0,0,0,1,0,0,0,0,0
"16429",3,2,2,9,2,1,2,1,1
"16430",0,0,0,0,0,0,0,0,0
"16431",0,0,0,0,0,0,0,0,0
"16432",1,0,0,0,1,0,0,1,0
"16433",2,3,1,2,3,3,0,2,1
"16434",0,0,0,1,0,0,0,0,0
"16435",0,1,2,1,0,1,0,0,0
"16436",0,0,0,0,0,0,0,0,0
"16437",1,0,0,0,1,1,0,0,0
"16438",0,0,0,0,0,0,0,0,0
"16439",0,0,0,0,0,0,0,0,0
"16440",0,0,0,0,0,0,0,0,0
"16441",0,0,2,3,0,0,1,1,0
"16442",0,0,0,1,0,0,0,0,0
"16443",1,0,0,0,0,1,0,0,0
"16444",0,0,0,0,0,0,0,0,0
"16445",0,0,0,0,0,0,0,0,0
"16446",0,0,0,0,0,0,0,0,0
"16447",1,0,0,0,0,0,0,0,0
"16448",48,3,0,0,14,93,1,0,27
"16449",33,4,14,12,19,52,15,7,15
"16450",5,1,18,5,2,5,27,1,2
"16451",297,384,2767,2532,919,614,1761,266,200
"16452",2,40,30,22,58,17,28,75,15
"16453",29,124,42,22,107,45,22,55,26
"16454",4,3,221,51,4,19,78,0,2
"16455",0,0,0,0,0,0,0,0,0
"16456",0,0,0,0,0,0,0,0,0
"16457",0,3,2,0,2,0,3,0,1
"16458",2040,2695,5302,4361,5947,3870,3672,1471,1249
"16459",0,0,0,0,0,0,0,0,0
"16460",61,58,81,82,136,134,66,42,55
"16461",151,303,531,442,567,397,444,182,163
"16462",0,0,0,0,0,0,0,0,0
"16463",1553,2417,4017,2366,4820,3527,4079,1609,1127
"16464",139,201,386,166,225,156,185,68,45
"16465",290,525,1391,989,1055,615,1135,406,282
"16466",1,5,13,9,9,6,10,4,4
"16467",1,0,1,0,1,0,0,0,0
"16468",104,89,274,273,245,332,499,101,92
"16469",2,9,16,7,31,39,37,15,8
"16470",229,282,738,792,769,495,628,220,178
"16471",2072,3428,2457,1231,6648,4382,3160,4213,2191
"16472",12,14,28,15,14,10,9,8,2
"16473",115632,139235,67670,61299,150359,99789,32702,79894,72386
"16474",1,1,0,1,1,2,0,0,0
"16475",145,250,290,254,508,300,340,177,117
"16476",17,7,17,26,11,24,22,3,8
"16477",2034,2189,2734,1664,4935,5491,2513,1766,1480
"16478",0,1,1,1,0,0,2,0,0
"16479",0,0,0,1,0,0,1,0,1
"16480",0,0,0,0,0,0,0,0,0
"16481",0,0,1,1,1,0,2,1,0
"16482",38,102,1875,1589,270,136,1539,83,30
"16483",1,6,577,753,9,19,559,7,3
"16484",0,0,0,0,0,0,0,0,0
"16485",0,0,0,0,0,0,0,0,0
"16486",2299,2588,5317,5456,6535,4224,4989,1717,1374
"16487",2,1,18,11,2,4,15,0,0
"16488",2397,3661,6022,6047,7285,4104,6604,2272,1294
"16489",0,1,0,2,2,0,1,0,0
"16490",0,0,4,0,0,2,1,0,2
"16491",0,0,1,2,0,0,0,0,0
"16492",220,347,317,266,570,399,255,189,119
"16493",5665,5623,7331,8489,12608,8752,8153,3432,2993
"16494",11,1,17,24,6,14,10,2,0
"16495",1309,503,12250,13045,1430,1133,9316,227,818
"16496",4,4,25,13,8,6,21,0,3
"16497",0,0,1,1,0,0,1,0,0
"16498",704,567,2941,2095,1477,1426,1660,389,472
"16499",5275,5812,11958,12208,15309,12832,13737,4312,3979
"16500",1,1,1,0,0,5,5,0,3
"16501",14,11,23,12,14,14,16,7,6
"16502",371,288,551,617,788,584,516,246,297
"16503",1,1,0,0,3,2,4,1,2
"16504",0,1,9,6,2,0,2,0,0
"16505",353,349,683,594,989,738,584,220,248
"16506",56,95,290,206,213,125,220,73,46
"16507",83,162,330,318,271,100,255,115,67
"16508",1134,1757,3349,2693,3810,2246,2199,1021,743
"16509",1133,288,2524,2452,1189,2173,3089,105,689
"16510",7,2,8,12,9,12,18,1,5
"16511",717,1011,2488,2246,2855,1542,2435,792,496
"16512",165,64,1267,1106,225,294,971,34,91
"16513",13336,11618,23618,18530,30703,29532,33268,8008,8235
"16514",113,134,32,22,161,107,24,120,86
"16515",0,0,0,0,0,0,0,0,0
"16516",11,6,11,13,26,28,11,8,11
"16517",124,68,2498,2237,300,299,1644,46,58
"16518",849,522,47,35,1179,1129,24,304,502
"16519",1467,3091,4451,4414,5888,2620,3398,1881,1013
"16520",59,259,77,55,507,321,164,175,131
"16521",0,0,0,0,0,0,1,0,0
"16522",0,0,0,3,0,0,1,1,0
"16523",0,0,0,0,0,0,0,0,0
"16524",0,0,1,0,0,0,0,0,0
"16525",0,0,0,0,0,0,0,0,0
"16526",61233,17783,38993,34986,64907,103818,44231,5813,18883
"16527",0,2,26,25,11,7,44,12,4
"16528",0,0,0,0,0,0,1,0,0
"16529",0,0,0,0,0,0,0,0,0
"16530",0,0,0,0,0,0,0,0,0
"16531",0,2,0,0,1,2,3,1,1
"16532",81,209,272,214,448,217,321,149,78
"16533",3036,3497,5220,4120,8175,6937,5717,2505,2045
"16534",314,305,2086,1886,1040,880,1748,207,184
"16535",0,0,0,0,0,0,0,0,0
"16536",0,0,0,1,0,0,0,0,0
"16537",349,402,701,749,934,628,553,235,262
"16538",0,0,0,0,0,0,0,0,0
"16539",13673,16461,20764,13215,21038,13090,13753,7593,7470
"16540",0,0,0,0,0,0,0,0,0
"16541",0,2,4,2,2,0,4,1,1
"16542",0,0,0,0,1,0,0,0,0
"16543",1,0,0,0,2,5,0,0,0
"16544",661,222,26,31,795,1032,52,107,364
"16545",2265,525,412,421,1866,3519,343,362,1494
"16546",4634,1613,14289,19280,3233,6345,10582,825,3915
"16547",8,9,12,2,4,4,1,4,1
"16548",5422,4858,10965,8660,12139,12647,13876,3299,3616
"16549",12,0,49,60,11,14,46,1,8
"16550",0,0,3,0,1,0,0,0,0
"16551",843,7667,3593,2214,13757,2164,2003,4052,899
"16552",1,1,9,9,11,6,3,3,2
"16553",392,389,134,164,914,723,137,207,223
"16554",26,74,66,37,153,43,59,56,29
"16555",711,1078,1293,1246,2102,1318,1170,647,485
"16556",20,10,30,21,28,21,46,4,8
"16557",1,1,0,0,0,1,2,1,1
"16558",63,273,89,66,433,161,65,150,81
"16559",2153,2714,7142,7179,6283,3319,6345,1883,1401
"16560",1124,1296,2598,2120,2864,2103,1787,739,676
"16561",145,186,308,309,396,287,275,112,81
"16562",1,2,6,9,1,1,10,0,0
"16563",263,378,644,676,703,354,505,273,191
"16564",6561,9104,8370,8119,19360,12351,7402,5522,4249
"16565",0,1,0,0,0,0,0,0,0
"16566",1,0,1,0,1,0,2,0,0
"16567",349,471,1691,1476,1168,708,1183,312,261
"16568",106,260,423,315,450,251,358,158,86
"16569",0,0,0,0,1,0,0,0,0
"16570",629,1478,1396,1260,2748,1308,1010,873,484
"16571",293,507,2392,1848,1152,578,1459,293,207
"16572",16,109,110,51,75,21,197,30,5
"16573",0,0,3,1,0,0,0,0,0
"16574",127,121,1685,1370,601,642,2895,61,72
"16575",3,0,0,3,1,2,7,0,2
"16576",1258,1570,5261,3889,3450,2559,3198,944,922
"16577",567,835,1423,1289,1893,1229,1401,613,471
"16578",217,649,281,318,1286,445,246,355,176
"16579",1,1,1,1,1,3,1,0,0
"16580",16,36,32,84,23,89,70,14,33
"16581",1944,2843,3565,2993,6192,3926,3210,2023,1407
"16582",3462,2155,4620,3464,4204,5249,4751,1566,2157
"16583",2,4,23,14,13,5,18,5,4
"16584",2124,2296,4395,4635,6054,5187,4881,1319,1163
"16585",202,194,251,170,479,282,144,122,101
"16586",0,0,1,1,0,0,0,0,0
"16587",7,27,1468,1173,39,61,1036,6,11
"16588",1350,1455,4074,3055,3181,2330,3748,1299,985
"16589",2,4,5,5,4,2,4,0,0
"16590",702,921,2501,1947,2214,1519,1987,557,520
"16591",49,55,383,388,163,94,221,31,24
"16592",1901,2354,3710,3203,4320,2853,2693,1535,1265
"16593",716,471,1595,1306,1158,1003,1341,267,324
"16594",101,74,220,197,168,155,204,47,52
"16595",278,422,466,412,673,446,435,315,225
"16596",1423,1776,1367,1212,4515,3425,1078,1279,1179
"16597",416,516,2183,1801,1476,980,1993,342,230
"16598",11,37,4,9,79,14,5,31,14
"16599",0,0,0,0,0,0,0,0,0
"16600",4420,6521,7426,5376,14227,9548,7951,4227,3116
"16601",13,15,14,15,23,34,23,14,7
"16602",3377,6133,4336,3530,15017,6726,4262,5354,2897
"16603",38,23,14,5,49,48,5,9,18
"16604",3039,6160,3558,2735,13360,6637,3516,4703,2353
"16605",976,3288,322,285,5362,1870,247,1738,810
"16606",5220,5294,7269,5978,11115,9380,7775,3550,3200
"16607",0,0,0,0,1,0,0,0,0
"16608",34,6,19,8,12,28,17,4,12
"16609",209,96,447,386,214,256,284,71,117
"16610",2251,3215,3108,3115,6558,3908,2498,2037,1552
"16611",14,13,31,23,33,28,20,5,8
"16612",1,0,1,0,0,3,0,0,0
"16613",2,0,1,0,2,4,0,0,1
"16614",807,235,259,295,1007,1970,251,101,469
"16615",413,931,758,764,1695,754,684,706,354
"16616",853,217,36,22,995,1162,20,139,392
"16617",12,5,124,194,27,25,142,10,13
"16618",1,0,114,115,3,1,80,5,1
"16619",0,0,2,0,2,0,1,7,0
"16620",0,0,0,0,0,0,0,0,0
"16621",0,0,0,0,0,0,0,0,0
"16622",0,0,0,0,0,0,0,0,0
"16623",0,0,0,0,0,0,0,0,0
"16624",2,4,2,0,3,3,2,5,0
"16625",0,0,0,0,2,0,0,14,1
"16626",0,0,0,0,1,0,1,6,0
"16627",266,296,351,284,506,346,277,123,104
"16628",0,2,1,0,1,0,1,26,1
"16629",0,0,1,0,0,0,0,3,0
"16630",409,68,2120,3002,207,584,1794,36,175
"16631",0,2,1,0,0,2,0,1,0
"16632",4,7,6,2,5,9,2,3,0
"16633",1,1,4,2,0,0,0,2,0
"16634",0,0,1,2,0,0,0,0,0
"16635",1917,3029,2061,1428,6061,4681,1820,1796,1315
"16636",112,145,736,569,245,189,538,56,58
"16637",2,1,33,34,11,8,71,8,3
"16638",668,316,21,20,814,1123,13,230,368
"16639",9,0,0,0,0,24,0,0,7
"16640",0,0,0,0,0,1,0,0,0
"16641",1,0,0,0,0,5,0,0,1
"16642",0,0,0,0,0,0,0,0,0
"16643",0,0,0,0,0,0,0,0,0
"16644",0,0,0,0,0,0,0,0,0
"16645",0,0,32,38,0,0,77,0,0
"16646",0,0,2,3,0,0,5,0,0
"16647",0,0,1,0,0,0,0,0,0
"16648",0,2,48,32,6,2,89,2,0
"16649",16,19,593,377,151,83,864,76,25
"16650",1085,1927,3965,4032,4813,2612,4177,1431,787
"16651",1,1,0,2,9,1,0,4,0
"16652",61,126,233,140,174,85,75,56,29
"16653",1130,710,1787,2037,2106,1780,1609,534,544
"16654",580,846,990,1059,1500,852,861,523,380
"16655",1,2,5,10,4,2,7,0,1
"16656",0,2,1,0,2,0,1,0,0
"16657",127,1140,43,43,2143,373,48,724,167
"16658",353,541,1067,988,1232,839,1186,348,259
"16659",1909,6026,2702,2217,12261,4442,2850,3870,1888
"16660",2971,4670,7045,6329,9319,5601,5934,2573,2004
"16661",2088,2741,4805,4354,6816,4494,5086,1553,1215
"16662",90,113,940,737,274,127,492,57,41
"16663",104,219,99,95,326,143,121,136,75
"16664",1526,4260,3672,3619,8338,3350,3300,2297,1155
"16665",554,6572,64,77,9371,1734,60,3696,1003
"16666",1,0,0,1,0,0,1,0,0
"16667",87,76,153,60,105,71,62,33,26
"16668",345,785,2732,3045,2293,1447,2436,714,294
"16669",1563,3944,6753,6824,7494,3321,5642,2137,1112
"16670",299,533,625,459,955,376,359,304,199
"16671",151,180,260,298,433,281,216,159,98
"16672",2454,2546,2201,1980,5120,3290,1854,1936,1524
"16673",33,41,8,10,26,25,19,25,22
"16674",120,190,109,74,289,225,116,144,77
"16675",2841,1813,12199,11146,5418,5638,9495,1169,1657
"16676",10114,18031,20245,16808,35633,18139,15903,10123,6592
"16677",63,36,137,176,81,91,72,32,29
"16678",6008,9729,14501,15568,25457,15430,12362,6756,4687
"16679",175,271,553,616,680,376,395,200,164
"16680",447,487,737,741,1015,710,719,341,336
"16681",115,104,399,322,268,208,311,68,66
"16682",755,772,1150,920,1901,1412,851,436,441
"16683",77,82,167,114,120,71,133,45,47
"16684",14,23,62,50,85,44,41,18,17
"16685",1,1,4,4,2,0,6,2,1
"16686",334,289,19,15,718,615,22,143,216
"16687",1181,1764,2526,2146,3794,2286,2009,958,769
"16688",1306,1623,1628,1824,3245,2127,1450,856,738
"16689",401,668,1239,1189,1510,817,845,434,281
"16690",8,32,1834,1227,25,36,764,58,11
"16691",197,206,270,400,269,267,215,89,124
"16692",16,18,18,32,26,17,13,8,8
"16693",9984,6289,7342,9303,11991,13316,4686,4420,8718
"16694",4163,4310,6419,8127,13108,10092,7832,3586,3616
"16695",3,2,5,3,12,11,5,3,6
"16696",69,36,122,12,36,54,56,18,20
"16697",60,339,1446,941,548,129,632,178,49
"16698",1,20,60,99,33,10,114,7,1
"16699",0,0,0,0,0,0,0,0,1
"16700",111,269,290,300,574,205,175,212,90
"16701",655,1023,1521,1264,2125,1083,852,612,398
"16702",6,7,2,7,26,5,6,6,1
"16703",934,1537,3499,3182,2999,1666,2819,893,666
"16704",433,555,792,676,936,604,552,317,283
"16705",0,6,0,0,9,3,0,1,0
"16706",119,241,768,1067,503,150,525,128,79
"16707",3,31,153,133,52,13,186,21,6
"16708",8,52,1394,1454,97,63,901,24,20
"16709",2474,3701,3001,2364,6269,4072,2677,2007,1552
"16710",140,188,550,431,496,353,526,154,83
"16711",384,1041,2278,2318,1882,652,1962,720,289
"16712",7,11,164,181,15,30,130,4,5
"16713",710,414,1237,1240,1214,1726,1082,302,384
"16714",1908,2882,4424,3952,5790,2681,3332,1991,1346
"16715",27511,41072,30230,27407,87831,41844,24262,22002,14211
"16716",201,225,551,472,529,284,437,123,109
"16717",2322,2734,3405,3229,4559,2975,3454,1646,1425
"16718",577,728,957,806,1930,1433,1029,506,458
"16719",1859,3204,3479,3097,7925,4197,3472,1920,1359
"16720",156,284,3623,2153,545,213,1543,138,98
"16721",4,5,2,10,12,0,8,1,2
"16722",12,23,354,243,312,133,585,89,20
"16723",263,786,58,52,1337,496,38,438,219
"16724",893,1232,117,97,2347,1547,125,777,578
"16725",2,3,1,3,4,7,5,4,2
"16726",1437,1945,4466,3702,4695,3227,3456,1386,1106
"16727",1,1,4,3,6,1,4,1,0
"16728",0,0,0,0,0,0,0,0,0
"16729",0,0,0,0,0,0,0,0,0
"16730",0,0,1,0,0,0,0,0,0
"16731",0,0,0,0,0,0,0,0,0
"16732",0,0,0,0,0,0,0,0,0
"16733",0,0,0,0,0,0,0,0,0
"16734",0,0,0,0,0,0,0,0,0
"16735",0,0,0,0,0,0,0,0,0
"16736",0,0,0,0,0,0,0,0,0
"16737",0,0,0,0,0,0,0,0,0
"16738",0,0,0,0,0,0,0,0,0
"16739",0,0,0,0,0,0,0,0,0
"16740",0,0,0,0,0,1,0,0,0
"16741",5,0,0,1,1,13,0,0,0
"16742",3330,53,61,53,1586,18238,52,13,1741
"16743",16102,8025,25609,17284,22924,32872,24540,3260,6502
"16744",71,20,28,33,49,166,63,16,47
"16745",11,3,21,29,30,45,36,1,6
"16746",178,173,217,154,337,248,207,79,85
"16747",8,5,17,28,17,11,17,8,4
"16748",252,347,929,832,735,536,768,190,173
"16749",11,10,16,22,18,28,26,12,15
"16750",196,175,309,234,460,332,236,101,111
"16751",281,170,4420,3481,343,537,3337,60,122
"16752",2,11,11,8,14,2,10,4,1
"16753",4458,6795,21449,15957,15406,9591,15529,3554,2807
"16754",56,77,109,97,181,125,135,66,55
"16755",2,9,37,50,14,9,33,3,3
"16756",0,1,0,1,0,0,0,0,0
"16757",87,181,256,207,398,199,214,90,65
"16758",8,27,12,3,36,5,3,13,6
"16759",1,7,7,10,7,4,2,2,1
"16760",31,58,110,136,113,59,128,31,21
"16761",2812,3058,3890,3810,6272,4695,3292,2431,1909
"16762",2,4,5,6,2,4,1,1,0
"16763",1,1,2,0,0,2,3,1,0
"16764",3152,1239,1444,1244,4665,5762,2826,548,1582
"16765",192,67,65,128,67,85,24,29,55
"16766",14,37,159,152,136,32,109,34,12
"16767",564,1495,2493,2882,2887,1023,2172,1046,490
"16768",1,2,2,1,3,0,1,0,0
"16769",520,1348,4640,4078,2419,885,4255,1061,430
"16770",0,2,0,0,1,0,0,0,1
"16771",104,450,51,50,635,171,30,359,182
"16772",10,24,26,39,35,35,24,19,19
"16773",553,543,984,890,1330,999,763,388,426
"16774",0,0,0,1,0,0,1,0,0
"16775",0,0,0,0,1,0,0,0,0
"16776",24,30,29,37,68,36,22,16,17
"16777",172,327,256,238,798,372,198,193,138
"16778",77,61,247,257,172,164,229,32,39
"16779",1737,1455,1921,1639,4542,3974,2212,894,1108
"16780",2275,483,26102,21991,2368,3095,24860,224,1063
"16781",2145,3354,5406,5103,8161,5478,4249,2041,1556
"16782",0,1,0,0,0,1,0,0,0
